@RELATION svmModel
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {gun_shot,car_horn,jackhammer,drilling,children_playing,dog_bark}

@DATA
0.054053,0.001305,3.173158,0.118607,0.146644,0.513490,0.012100,0.117114,-33.148926,0.472329,-1.538409,0.008324,0.241343,0.058033,-0.179517,-0.067855,-0.149718,-0.002620,-0.086363,0.065582,0.019821,0.003268,0.002521,0.003035,0.002823,0.001400,0.002073,0.108906,0.002223,0.002299,0.002811,0.003187,0.002666,0.029837,0.046272,0.002234,0.229576,0.044811,0.021986,0.435449,0.026251,0.099314,2.536641,0.612184,0.483801,0.327830,0.248477,0.225493,0.179699,0.201120,0.177814,0.205419,0.160361,0.165812,0.140072,0.003572,0.002945,0.003423,0.002926,0.001398,0.002230,0.042532,0.002666,0.002990,0.003268,0.003445,0.002634,0.011777,gun_shot
0.056058,0.001678,3.068552,0.122144,0.146399,0.564421,0.019161,0.100429,-33.407750,-0.253935,-1.357239,-0.097252,0.277206,0.105828,0.056793,-0.109755,-0.127796,0.092835,-0.038703,0.039350,-0.018886,0.001642,0.001376,0.001918,0.001848,0.002320,0.002796,0.099950,0.005115,0.003354,0.003073,0.005133,0.003304,0.028017,0.050976,0.002955,0.314240,0.043131,0.018037,0.537680,0.048700,0.103047,3.524165,1.075608,0.648537,0.476651,0.314445,0.292193,0.293211,0.205268,0.199391,0.194774,0.174232,0.172246,0.143773,0.002001,0.001551,0.002098,0.001910,0.002661,0.003411,0.051592,0.007860,0.003969,0.004149,0.008358,0.004578,0.013612,gun_shot
0.018557,0.001920,3.208567,0.097371,0.153765,0.155493,0.008602,0.024797,-33.735958,0.756641,-0.938423,0.245903,0.415692,0.137547,0.029680,0.047159,0.014850,0.069675,-0.082833,0.082758,0.053695,0.001558,0.001328,0.003979,0.001757,0.001518,0.001445,0.135330,0.001415,0.001602,0.003140,0.003217,0.002456,0.037357,0.017952,0.003517,0.165273,0.025234,0.019296,0.141526,0.017984,0.022981,2.011352,0.644345,0.489941,0.379435,0.226340,0.185692,0.182432,0.154072,0.171217,0.178003,0.165355,0.155547,0.160607,0.001910,0.001786,0.006501,0.002262,0.001637,0.001786,0.029340,0.001820,0.001918,0.004825,0.004776,0.003413,0.008069,gun_shot
0.011829,0.002347,3.258147,0.075184,0.148215,0.081467,0.006105,0.018702,-35.051697,1.640687,-1.159374,0.430819,0.504729,0.325318,0.039935,0.090909,0.046218,-0.002818,-0.085467,0.010449,0.065566,0.001887,0.001421,0.003829,0.001097,0.001201,0.000898,0.143358,0.000913,0.001241,0.001551,0.002248,0.002637,0.039561,0.007917,0.004260,0.049142,0.016029,0.016914,0.074040,0.009982,0.014575,1.004006,0.443983,0.402756,0.245297,0.194543,0.175274,0.169316,0.174006,0.166453,0.154290,0.154514,0.144772,0.150931,0.002018,0.001640,0.004091,0.001250,0.000934,0.000904,0.012934,0.000916,0.001606,0.001614,0.002203,0.002746,0.003461,gun_shot
0.012368,0.006495,3.179028,0.086156,0.154849,0.116088,0.008832,0.023219,-33.318753,1.584901,-1.303229,0.466427,0.771337,0.458976,0.016792,0.028732,0.060327,0.090498,-0.041716,0.071471,0.035620,0.002010,0.001833,0.004291,0.001117,0.001395,0.000806,0.141821,0.000921,0.000860,0.001529,0.003050,0.001957,0.039274,0.011671,0.012227,0.201346,0.019299,0.016470,0.149788,0.013556,0.029264,1.575587,0.641102,0.353805,0.266976,0.228708,0.210091,0.203004,0.187798,0.181503,0.173648,0.172790,0.149630,0.146042,0.002727,0.002576,0.003624,0.001397,0.001417,0.000942,0.022819,0.001089,0.001101,0.002243,0.003919,0.002977,0.005863,gun_shot
0.034328,0.003943,3.191622,0.090021,0.152289,0.252852,0.006871,0.052287,-33.556180,1.203142,-1.085407,0.152390,0.434900,0.267971,-0.034690,0.069415,0.060397,0.045353,-0.082736,0.012650,0.055211,0.002766,0.002425,0.003545,0.001542,0.001680,0.002142,0.118908,0.002064,0.002401,0.003485,0.003681,0.003638,0.033169,0.020905,0.006987,0.150970,0.022160,0.017366,0.183416,0.015691,0.034057,1.676562,0.553097,0.405360,0.245858,0.212608,0.221758,0.171897,0.142816,0.149469,0.137775,0.143223,0.128036,0.120808,0.003094,0.002758,0.003170,0.001470,0.001425,0.002138,0.024837,0.001927,0.002371,0.003819,0.003943,0.004187,0.006527,gun_shot
0.063701,0.001237,3.077591,0.124923,0.126630,0.711565,0.006252,0.113576,-31.793079,-0.686804,-1.280764,-0.288021,0.504196,0.203176,0.037516,0.029851,-0.062220,0.018057,-0.059542,-0.031693,0.126359,0.002775,0.002065,0.002758,0.001660,0.002289,0.002489,0.096981,0.002043,0.002258,0.002988,0.004014,0.003640,0.026336,0.040045,0.002212,0.422840,0.037191,0.020841,0.480831,0.013228,0.073088,1.678347,0.611996,0.430695,0.374801,0.248299,0.248051,0.210525,0.216933,0.173766,0.156329,0.138098,0.145336,0.137753,0.002313,0.001912,0.001924,0.001300,0.001789,0.002416,0.041209,0.001970,0.001982,0.002652,0.004313,0.003304,0.011433,gun_shot
0.028627,0.003606,3.256916,0.079824,0.148618,0.226245,0.007332,0.042764,-34.658952,1.507742,-0.620660,0.234628,0.230129,0.221022,-0.010575,-0.048317,0.089354,-0.030770,-0.031340,-0.008137,0.042870,0.001291,0.000950,0.003094,0.001434,0.001226,0.001708,0.132805,0.001143,0.001017,0.001660,0.001502,0.001531,0.036982,0.022431,0.006061,0.065869,0.021281,0.018433,0.186183,0.016974,0.034321,2.084254,0.788485,0.326282,0.276351,0.222273,0.173455,0.169002,0.161959,0.153448,0.154484,0.146223,0.150988,0.142388,0.001403,0.001220,0.003488,0.002107,0.001525,0.003029,0.024373,0.001306,0.001161,0.001813,0.001510,0.001694,0.006682,gun_shot
0.026290,0.006323,3.171730,0.092747,0.148882,0.227691,0.016121,0.049000,-31.876319,0.886025,-1.066840,0.071174,0.174324,0.247118,-0.002016,0.057569,0.010735,0.107856,-0.070079,0.022316,0.051124,0.002143,0.002193,0.003776,0.002480,0.002634,0.003301,0.111051,0.003666,0.003598,0.004791,0.003972,0.004017,0.031002,0.026255,0.010698,0.268931,0.036856,0.026170,0.331844,0.033981,0.058863,2.241708,1.010160,0.462122,0.322193,0.244235,0.236781,0.210899,0.188088,0.156972,0.175264,0.172418,0.156124,0.153602,0.002220,0.002099,0.002835,0.002307,0.002524,0.003341,0.035307,0.003714,0.003369,0.005038,0.004199,0.003532,0.009486,gun_shot
0.102954,0.003249,3.134282,0.152395,0.151559,0.927313,0.010442,0.204132,-30.300843,-0.343791,-1.402580,-0.052587,-0.168404,0.085099,0.086880,-0.162344,-0.101389,0.055351,-0.061492,0.047647,0.114532,0.003104,0.002886,0.003442,0.002800,0.003360,0.005604,0.063001,0.004695,0.004649,0.004171,0.003892,0.004090,0.017889,0.032867,0.003535,0.187874,0.025531,0.017509,0.304405,0.014808,0.064558,2.333194,0.903849,0.449016,0.306888,0.268302,0.251037,0.205521,0.184985,0.190632,0.178517,0.165274,0.156975,0.158881,0.002784,0.002109,0.003312,0.001943,0.002510,0.004511,0.025994,0.003942,0.003406,0.003186,0.002889,0.003175,0.006891,gun_shot
0.027637,0.017074,3.253065,0.096796,0.136539,0.301109,0.012074,0.051182,-31.119876,0.415738,-1.308138,-0.058490,0.150315,0.080689,-0.100962,-0.046398,-0.096755,-0.080867,-0.090983,0.063125,0.048821,0.001790,0.001420,0.001505,0.001430,0.001075,0.001333,0.132738,0.001106,0.001455,0.001556,0.001950,0.001888,0.036451,0.029871,0.030686,0.156908,0.039070,0.018091,0.348457,0.026792,0.064712,1.987354,0.743496,0.454476,0.317650,0.198959,0.202633,0.175855,0.160535,0.159918,0.132375,0.145829,0.140173,0.133020,0.002397,0.001918,0.001444,0.001804,0.001191,0.001448,0.030601,0.001146,0.001766,0.001899,0.002742,0.002676,0.008531,gun_shot
0.053973,0.007094,3.174585,0.108399,0.133774,0.401590,0.006954,0.098780,-28.381024,-0.382687,-1.913866,-0.109384,0.115876,0.154418,-0.186167,-0.054067,-0.141446,0.032325,-0.082284,0.081378,0.047964,0.004500,0.003609,0.005076,0.004132,0.004046,0.003423,0.077964,0.003807,0.005188,0.005341,0.007121,0.007952,0.021598,0.036220,0.012029,0.235300,0.039290,0.025100,0.392395,0.013875,0.088817,2.068956,0.467676,0.302862,0.276329,0.232015,0.221203,0.163571,0.177633,0.158010,0.179244,0.142819,0.145007,0.121704,0.004025,0.003191,0.004642,0.003398,0.003281,0.002837,0.038770,0.003251,0.004566,0.004368,0.005756,0.007843,0.010140,gun_shot
0.087197,0.008057,3.162401,0.142871,0.147459,0.709294,0.005658,0.177461,-27.917674,-0.457628,-2.046585,-0.088810,0.017116,0.102108,-0.233435,-0.066394,-0.125244,-0.023163,-0.107426,0.004896,0.085426,0.005044,0.004939,0.005246,0.004703,0.003406,0.003623,0.058245,0.003361,0.005253,0.006579,0.006582,0.007804,0.016973,0.043242,0.009941,0.238404,0.039234,0.019483,0.427466,0.008042,0.102345,1.911232,0.594924,0.265959,0.242984,0.238976,0.207004,0.187994,0.162392,0.155345,0.150287,0.153153,0.153397,0.139176,0.004486,0.004315,0.004372,0.003649,0.002283,0.002500,0.032264,0.002522,0.004212,0.004946,0.005001,0.006898,0.008396,gun_shot
0.060591,0.002728,3.127597,0.124110,0.151745,0.417896,0.005578,0.110564,-31.169286,0.394413,-1.900690,-0.135744,0.015145,0.169363,-0.161032,-0.032431,-0.160403,-0.058672,-0.114400,0.044135,0.062233,0.005031,0.004388,0.003999,0.004140,0.004257,0.004446,0.084749,0.004229,0.003983,0.005404,0.005461,0.005468,0.023925,0.034810,0.003955,0.220218,0.036327,0.019275,0.302749,0.007838,0.076030,1.295488,0.492658,0.269126,0.205428,0.201794,0.200212,0.174135,0.159779,0.157234,0.151743,0.145612,0.135663,0.132903,0.003874,0.003511,0.003641,0.003145,0.003445,0.003192,0.022037,0.003657,0.003525,0.004377,0.004259,0.004544,0.005794,gun_shot
0.047034,0.005330,3.173699,0.102305,0.137231,0.246901,0.005861,0.080278,-29.459587,0.006673,-2.642378,0.164231,0.132390,0.275624,-0.059022,-0.010727,-0.066762,0.024788,-0.044026,0.063792,0.082571,0.006183,0.005181,0.005985,0.003836,0.003744,0.004094,0.074357,0.004673,0.004727,0.006849,0.006263,0.006973,0.020731,0.025345,0.009035,0.174853,0.032493,0.025056,0.267031,0.005565,0.056738,1.272305,0.532864,0.387978,0.264637,0.212521,0.173245,0.182139,0.160814,0.155771,0.157512,0.140347,0.129140,0.132984,0.006609,0.005162,0.004340,0.003087,0.003068,0.002637,0.024809,0.003691,0.003682,0.006161,0.005718,0.006694,0.006447,gun_shot
0.041360,0.004908,3.202067,0.103289,0.130257,0.439397,0.007183,0.081016,-30.228578,-0.082220,-1.550188,-0.318580,0.122053,0.177102,-0.117998,-0.044525,-0.074731,0.032802,0.014746,0.052312,0.088691,0.002562,0.002541,0.002683,0.002577,0.002144,0.002574,0.107893,0.002370,0.002651,0.003734,0.003509,0.003013,0.029512,0.031042,0.008913,0.251445,0.037443,0.018765,0.435677,0.012469,0.078549,1.527949,0.628890,0.367331,0.306385,0.241378,0.206795,0.171684,0.166583,0.174744,0.179820,0.149059,0.152350,0.137920,0.002391,0.002559,0.002325,0.002329,0.001862,0.002065,0.033762,0.002359,0.002482,0.003451,0.003025,0.002750,0.009252,gun_shot
0.049354,0.004093,3.166439,0.118557,0.140611,0.457070,0.007048,0.092047,-31.284805,0.024474,-1.920665,-0.007597,0.152084,0.114986,0.019046,0.008693,-0.052952,0.024671,-0.047432,0.113255,0.088042,0.003187,0.002500,0.002850,0.002415,0.002061,0.002287,0.108453,0.002276,0.002299,0.002546,0.002754,0.002746,0.029846,0.045299,0.007256,0.242142,0.040651,0.017839,0.515923,0.013188,0.098074,1.652773,0.699498,0.394715,0.296309,0.221827,0.201802,0.198342,0.172645,0.156329,0.158426,0.149707,0.142608,0.147785,0.003576,0.002566,0.002888,0.002506,0.001881,0.002066,0.038358,0.002317,0.002337,0.002782,0.002711,0.002709,0.010423,gun_shot
0.025277,0.004020,3.222361,0.096438,0.146465,0.214115,0.007440,0.038889,-31.961304,0.732108,-1.142760,0.054863,0.307644,-0.005919,0.005464,-0.113317,-0.108014,0.011316,-0.140703,0.122503,0.008925,0.003278,0.002392,0.004054,0.002431,0.003029,0.003206,0.119558,0.002903,0.003014,0.003665,0.003048,0.003187,0.032970,0.016227,0.007152,0.164241,0.025659,0.020222,0.182985,0.012368,0.030192,1.499962,0.663743,0.337544,0.284708,0.268548,0.217397,0.178905,0.192357,0.172295,0.177797,0.156711,0.146590,0.143471,0.003298,0.002490,0.003625,0.002284,0.003044,0.003564,0.023930,0.003428,0.002954,0.003334,0.002802,0.003263,0.006447,gun_shot
0.010167,0.000590,3.218879,0.099710,0.169867,0.099281,0.007181,0.018828,-37.635098,1.147809,-1.054657,0.161130,0.212719,0.191049,0.039113,-0.036710,0.019731,0.090463,-0.058362,0.078990,0.075358,0.000563,0.000638,0.001985,0.000544,0.000508,0.000718,0.149808,0.000720,0.001003,0.000875,0.001344,0.003098,0.041670,0.009761,0.001084,0.125661,0.015399,0.014563,0.082742,0.011039,0.018275,1.356908,0.360991,0.355450,0.205621,0.180717,0.175489,0.154517,0.152749,0.140589,0.134399,0.140044,0.133919,0.122937,0.000564,0.000797,0.002118,0.000564,0.000604,0.000779,0.016098,0.000801,0.001150,0.001073,0.001503,0.003995,0.004076,gun_shot
0.008801,0.003067,3.263271,0.084418,0.151807,0.131643,0.020255,0.022979,-35.892745,0.494982,-1.016205,0.094774,0.332510,0.232479,0.091260,0.096334,-0.004981,0.051583,-0.026266,0.100627,0.099598,0.000607,0.000652,0.000763,0.000333,0.000455,0.000340,0.156298,0.000370,0.000271,0.000227,0.000335,0.000271,0.043108,0.010707,0.005596,0.069510,0.023051,0.014682,0.138287,0.033719,0.027776,1.719293,0.722228,0.431995,0.296632,0.211732,0.205107,0.181929,0.151337,0.174404,0.186829,0.168423,0.155768,0.151052,0.000809,0.000939,0.001067,0.000468,0.000637,0.000483,0.012864,0.000546,0.000473,0.000328,0.000526,0.000387,0.003649,gun_shot
0.022655,0.011372,3.080082,0.084801,0.127524,0.379046,0.009352,0.058452,-32.642872,0.566498,-0.701837,0.111992,0.197795,-0.033288,-0.085699,-0.177379,-0.181245,-0.005281,-0.025253,0.030092,0.064287,0.001333,0.000782,0.001470,0.001301,0.000742,0.000881,0.135468,0.001388,0.000996,0.000895,0.001324,0.001191,0.037161,0.012078,0.019684,0.251431,0.020640,0.014810,0.227063,0.023919,0.040910,2.024939,0.464247,0.328190,0.215658,0.169414,0.185751,0.155969,0.195853,0.154240,0.168929,0.155626,0.136914,0.106997,0.000955,0.000572,0.001569,0.001031,0.000574,0.000483,0.021324,0.000994,0.000645,0.000683,0.000983,0.000895,0.005999,gun_shot
0.012951,0.000523,3.217948,0.093268,0.169678,0.103069,0.016791,0.023104,-37.027908,1.661754,-0.834983,0.096365,-0.018583,0.152004,0.004504,0.036217,-0.029404,0.016925,-0.035166,0.000163,0.038387,0.003457,0.003733,0.002759,0.001781,0.002764,0.004833,0.141303,0.001051,0.001835,0.002284,0.002015,0.001463,0.039242,0.015221,0.001032,0.130446,0.027775,0.022829,0.135541,0.023353,0.028841,2.135922,0.854020,0.583395,0.359324,0.333508,0.291801,0.240369,0.210605,0.223072,0.205492,0.185272,0.172324,0.167201,0.005348,0.006582,0.003656,0.002827,0.003917,0.007614,0.028093,0.001874,0.003142,0.003361,0.003045,0.002396,0.007352,gun_shot
0.010241,0.000614,3.253858,0.087555,0.161998,0.130175,0.017755,0.022871,-38.425028,1.300726,-0.732295,0.119747,0.105736,0.185569,0.073846,0.179534,0.018575,0.042705,-0.129146,-0.046459,0.034199,0.001134,0.000557,0.000772,0.000401,0.000568,0.000478,0.155513,0.000324,0.000454,0.000749,0.000682,0.000332,0.042894,0.014101,0.001133,0.089309,0.027761,0.014856,0.147420,0.035440,0.029582,1.830265,0.688568,0.437722,0.262896,0.193742,0.179832,0.195302,0.176237,0.173150,0.157802,0.168980,0.145161,0.140585,0.002494,0.000857,0.001065,0.000580,0.000907,0.000738,0.014923,0.000567,0.000808,0.001321,0.001156,0.000455,0.004163,gun_shot
0.016499,0.044875,3.240119,0.074302,0.126169,0.198198,0.015616,0.032708,-31.274875,0.729353,-0.865005,0.015987,0.039774,0.114147,-0.046039,-0.031937,-0.113358,0.066718,0.028647,0.035969,0.075715,0.000766,0.000517,0.000957,0.000674,0.000427,0.000821,0.148076,0.000931,0.001123,0.000441,0.001777,0.000906,0.040848,0.017473,0.079190,0.099700,0.026914,0.017954,0.198958,0.028187,0.037608,1.838531,0.755527,0.495130,0.333377,0.203089,0.163568,0.206101,0.150154,0.155265,0.135065,0.145573,0.129537,0.140891,0.000925,0.000612,0.001070,0.000771,0.000463,0.000895,0.020247,0.001038,0.001392,0.000576,0.002568,0.001293,0.005586,gun_shot
0.044040,0.003592,3.204277,0.124216,0.157455,0.294388,0.009510,0.057716,-30.825208,0.178539,-1.607117,0.213258,0.056511,0.337272,-0.004880,0.023824,-0.088120,0.049878,-0.086205,0.064055,0.023124,0.002322,0.004429,0.003076,0.002081,0.003984,0.003901,0.101520,0.002872,0.002795,0.005153,0.004027,0.004844,0.027950,0.022664,0.006159,0.130303,0.026747,0.020868,0.190514,0.014132,0.042932,1.732074,0.677243,0.458916,0.303358,0.259285,0.188838,0.182941,0.197475,0.175416,0.180185,0.159547,0.173965,0.157831,0.002082,0.003980,0.002556,0.001724,0.003092,0.003073,0.028992,0.002878,0.002359,0.004876,0.003160,0.004999,0.007808,gun_shot
0.043893,0.030951,3.169083,0.093749,0.122645,0.281570,0.006480,0.062847,-25.530198,-0.270979,-1.708143,-0.085663,-0.197293,-0.286289,-0.105977,-0.088761,-0.112131,0.045073,-0.103713,0.156549,-0.041469,0.005692,0.003342,0.005465,0.007068,0.007502,0.004777,0.075130,0.004165,0.003308,0.005704,0.004887,0.004820,0.020723,0.009119,0.050311,0.128778,0.014327,0.025688,0.111067,0.007760,0.016962,0.697215,0.466441,0.351561,0.299300,0.255439,0.207495,0.189429,0.191455,0.170158,0.167532,0.178880,0.163793,0.157068,0.005081,0.003053,0.005292,0.006005,0.007251,0.005508,0.025050,0.003537,0.002454,0.004015,0.004238,0.005078,0.005984,gun_shot
0.049412,0.006749,3.266086,0.092509,0.134387,0.509000,0.004977,0.077192,-32.351199,0.223093,-0.807034,0.023976,0.109290,0.088782,-0.089891,-0.029793,-0.099176,0.009016,-0.093920,0.042523,0.069534,0.002752,0.002592,0.002502,0.002143,0.002664,0.002698,0.097630,0.002646,0.001993,0.001877,0.003493,0.003515,0.026885,0.010985,0.009213,0.041870,0.015657,0.015434,0.110486,0.011273,0.015893,0.971616,0.581581,0.325640,0.232734,0.168107,0.140126,0.158314,0.157005,0.159582,0.147165,0.137493,0.125230,0.122502,0.002220,0.002022,0.001922,0.001702,0.001164,0.001751,0.013591,0.001752,0.001193,0.001278,0.003380,0.002692,0.003746,gun_shot
0.007546,0.003656,3.300319,0.058423,0.144065,0.063685,0.007585,0.013516,-37.846455,1.131039,-0.454479,0.327139,0.140423,0.121034,0.025069,0.075050,-0.008590,0.013114,0.023049,0.078796,0.074345,0.000933,0.000599,0.000812,0.000596,0.000469,0.000595,0.152803,0.000514,0.000983,0.000458,0.000797,0.000854,0.042208,0.005178,0.006375,0.024660,0.014114,0.014612,0.055615,0.015836,0.011193,1.425685,0.591294,0.411775,0.280171,0.189908,0.179107,0.168834,0.173723,0.150931,0.156418,0.153381,0.137963,0.123733,0.001170,0.000710,0.000849,0.000630,0.000581,0.000668,0.010592,0.000619,0.001121,0.000495,0.000787,0.000867,0.002893,gun_shot
0.006121,0.004626,3.120107,0.053656,0.119191,0.097437,0.009595,0.018403,-35.244915,0.723564,-0.845631,0.114889,0.154507,0.156403,-0.125334,0.029974,-0.054855,0.048507,-0.011239,0.068644,0.070977,0.001568,0.000954,0.001175,0.001061,0.000690,0.000827,0.145215,0.001519,0.001055,0.000701,0.001590,0.000829,0.039944,0.005525,0.008269,0.264947,0.020606,0.020453,0.119017,0.016237,0.018369,1.461946,0.631832,0.379314,0.297043,0.187078,0.168262,0.165106,0.147663,0.159894,0.123068,0.114329,0.137322,0.137141,0.001930,0.001293,0.001627,0.001048,0.000732,0.001011,0.022042,0.001612,0.001059,0.000733,0.002186,0.000922,0.006193,gun_shot
0.024321,0.001396,3.249509,0.099038,0.148084,0.231150,0.014689,0.050787,-34.789864,0.525292,-1.402066,0.256609,0.237282,0.186833,-0.117583,0.083619,-0.037683,0.037498,-0.084998,0.016727,0.004180,0.001790,0.001274,0.002112,0.001255,0.001019,0.001196,0.135651,0.001248,0.001383,0.002062,0.002527,0.001914,0.037413,0.031916,0.002543,0.142305,0.047820,0.019562,0.334277,0.028201,0.075147,2.344911,1.004441,0.481733,0.342085,0.269383,0.207307,0.210714,0.189260,0.200587,0.198358,0.186427,0.159215,0.164819,0.002764,0.001866,0.002724,0.001582,0.001262,0.001471,0.032289,0.001828,0.001898,0.002988,0.003348,0.002592,0.008843,gun_shot
0.005547,0.029527,3.273594,0.054401,0.138759,0.032515,0.008420,0.008906,-32.945311,2.104876,-0.191753,0.283288,0.041229,0.272828,0.004882,0.056655,-0.031289,0.026516,-0.020209,0.048416,-0.045179,0.000579,0.000373,0.000917,0.000588,0.000426,0.000605,0.161091,0.000753,0.000596,0.000577,0.000812,0.000436,0.044376,0.005630,0.053730,0.050210,0.018342,0.021130,0.033652,0.018630,0.008248,1.879277,0.494433,0.505447,0.253893,0.239005,0.194178,0.201363,0.186886,0.157450,0.158930,0.144564,0.148790,0.156693,0.000639,0.000438,0.001046,0.000831,0.000486,0.000648,0.014428,0.000887,0.000725,0.000681,0.001000,0.000693,0.004065,gun_shot
0.034593,0.001788,3.097852,0.096588,0.143887,0.297755,0.017660,0.062056,-32.692503,0.719300,-1.287079,0.009520,0.224297,0.221826,0.043774,-0.195487,-0.024261,-0.030905,-0.099748,-0.023382,0.064451,0.004236,0.002711,0.002820,0.002812,0.002887,0.003593,0.097062,0.003533,0.004362,0.005412,0.007582,0.004969,0.027619,0.027183,0.002941,0.320275,0.030652,0.029111,0.275930,0.038314,0.055924,3.142212,1.178394,0.721270,0.391183,0.297981,0.283628,0.237379,0.220326,0.198771,0.159060,0.168675,0.163298,0.175283,0.005199,0.003332,0.002503,0.002414,0.003072,0.003345,0.043464,0.004393,0.004547,0.005912,0.009925,0.006318,0.011007,gun_shot
0.028052,0.008407,3.241586,0.088171,0.139871,0.198858,0.007243,0.044118,-31.205371,0.267384,-1.439716,0.046778,0.261201,0.224216,-0.004480,0.031252,0.026698,0.048901,0.000652,0.083948,0.056929,0.004392,0.003883,0.002805,0.002633,0.002112,0.002588,0.103718,0.002553,0.003437,0.004925,0.005018,0.004105,0.029251,0.017506,0.012564,0.116359,0.026868,0.021465,0.197340,0.012093,0.031535,1.686144,0.737425,0.381928,0.289534,0.186642,0.184842,0.173115,0.160493,0.149277,0.166653,0.161815,0.146687,0.147363,0.004677,0.003949,0.002445,0.002702,0.001692,0.002133,0.028784,0.002208,0.003020,0.004821,0.004398,0.004126,0.007587,gun_shot
0.023077,0.008408,3.261587,0.078746,0.148085,0.188422,0.013943,0.039703,-32.575279,1.516867,-0.662018,0.129787,-0.028699,0.017449,-0.006126,-0.037809,-0.075115,-0.035633,-0.082954,-0.056746,-0.065177,0.004796,0.002293,0.004151,0.005843,0.002399,0.002874,0.120798,0.001402,0.002045,0.003205,0.004271,0.003173,0.033883,0.020936,0.014590,0.096683,0.028383,0.023821,0.198398,0.028076,0.039243,2.843042,1.031429,0.629710,0.316558,0.264086,0.269877,0.225819,0.203077,0.204179,0.182507,0.165053,0.169782,0.159689,0.006360,0.003020,0.005626,0.008187,0.002811,0.003123,0.036384,0.001606,0.002850,0.003559,0.005358,0.004799,0.009841,gun_shot
0.022404,0.015657,3.280428,0.074990,0.139680,0.172353,0.011086,0.038023,-31.192924,1.634539,-0.807204,-0.056725,-0.200565,0.014859,0.002735,0.062761,-0.075004,0.009903,-0.097808,-0.036356,-0.022054,0.001917,0.002314,0.002476,0.002915,0.002162,0.002088,0.130506,0.001454,0.001917,0.002959,0.002752,0.001738,0.035931,0.014446,0.028125,0.051574,0.022510,0.021303,0.123826,0.016903,0.025197,1.603267,0.821323,0.600470,0.324622,0.353714,0.275671,0.246619,0.190363,0.203538,0.201557,0.179980,0.169257,0.174228,0.001917,0.003502,0.003217,0.004428,0.002183,0.002405,0.019057,0.001581,0.002548,0.003153,0.002894,0.001629,0.005109,gun_shot
